timestamp,target
2018-01-01 00:00:00,3.12692021156125
2018-01-01 01:00:00,3.126898340388033
2018-01-01 02:00:00,3.126874525993654
2018-01-01 03:00:00,3.126848044391044
2018-01-01 04:00:00,3.1268726764754406
2018-01-01 05:00:00,3.1269030119474666
2018-01-01 06:00:00,3.126879422939956
2018-01-01 07:00:00,3.126892383466501
2018-01-01 08:00:00,3.1268656979505707
2018-01-01 09:00:00,3.126812463817399
2018-01-01 10:00:00,3.1267845938842322
2018-01-01 11:00:00,3.126711331819655
2018-01-01 12:00:00,3.126701623219719
2018-01-01 13:00:00,3.126763506745883
2018-01-01 14:00:00,3.126822194188474
2018-01-01 15:00:00,3.126897042289511
2018-01-01 16:00:00,3.126873773833184
2018-01-01 17:00:00,3.1268843871602163
2018-01-01 18:00:00,3.1269279048191856
2018-01-01 19:00:00,3.126957285727407
2018-01-01 20:00:00,3.1269407414724832
2018-01-01 21:00:00,3.126918366789529
2018-01-01 22:00:00,3.126921018217085
2018-01-01 23:00:00,3.1269149319719625
2018-01-02 00:00:00,3.1268952002304626
2018-01-02 01:00:00,3.1268872538414927
2018-01-02 02:00:00,3.1268971333058495
2018-01-02 03:00:00,3.1269145963319014
2018-01-02 04:00:00,3.1269236695103513
2018-01-02 05:00:00,3.1269265361665384
2018-01-02 06:00:00,3.1269382749478796
2018-01-02 07:00:00,3.1269857620746566
2018-01-02 08:00:00,3.1270171245915996
2018-01-02 09:00:00,3.127010430794564
2018-01-02 10:00:00,3.127029578293509
2018-01-02 11:00:00,3.127033899064887
2018-01-02 12:00:00,3.127006364112624
2018-01-02 13:00:00,3.1269896977119025
2018-01-02 14:00:00,3.1269518476724696
2018-01-02 15:00:00,3.126913602758693
2018-01-02 16:00:00,3.1269345964076463
2018-01-02 17:00:00,3.126958114636777
2018-01-02 18:00:00,3.126990557006126
2018-01-02 19:00:00,3.12701391118046
2018-01-02 20:00:00,3.127000286592322
2018-01-02 21:00:00,3.1269793446612004
2018-01-02 22:00:00,3.1269698899091303
2018-01-02 23:00:00,3.1269529100856355
2018-01-03 00:00:00,3.12696813998711
2018-01-03 01:00:00,3.127033882710478
2018-01-03 02:00:00,3.1271036838142177
2018-01-03 03:00:00,3.1271163410548066
2018-01-03 04:00:00,3.127109339813567
2018-01-03 05:00:00,3.1271065754264558
2018-01-03 06:00:00,3.1271061218273997
2018-01-03 07:00:00,3.127173943805446
2018-01-03 08:00:00,3.1271745546855647
2018-01-03 09:00:00,3.1271698265100145
2018-01-03 10:00:00,3.127187062961255
2018-01-03 11:00:00,3.1271846679234656
2018-01-03 12:00:00,3.127169742513981
2018-01-03 13:00:00,3.127162991644738
2018-01-03 14:00:00,3.1271699696125888
2018-01-03 15:00:00,3.1271690120332543
2018-01-03 16:00:00,3.1271365419670945
2018-01-03 17:00:00,3.1271516801376578
2018-01-03 18:00:00,3.1271842642405825
2018-01-03 19:00:00,3.127173324180615
2018-01-03 20:00:00,3.1271877838743034
2018-01-03 21:00:00,3.1271971098331255
2018-01-03 22:00:00,3.1271813294090185
2018-01-03 23:00:00,3.127173199388135
2018-01-04 00:00:00,3.127160144302242
2018-01-04 01:00:00,3.127159046314166
2018-01-04 02:00:00,3.1271371335778397
2018-01-04 03:00:00,3.127166683319651
2018-01-04 04:00:00,3.1272024885211582
2018-01-04 05:00:00,3.127184299932085
2018-01-04 06:00:00,3.127158226141398
2018-01-04 07:00:00,3.1271266488441114
2018-01-04 08:00:00,3.12709403021137
2018-01-04 09:00:00,3.127099085598465
2018-01-04 10:00:00,3.12710696376981
2018-01-04 11:00:00,3.1270977122289527
2018-01-04 12:00:00,3.127099077920134
2018-01-04 13:00:00,3.1270726181317414
2018-01-04 14:00:00,3.127054214646202
2018-01-04 15:00:00,3.1270752788621223
